Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Name,Symbol,High,Low,Open,Close,Volume,Marketcap
Bitcoin,BTC,2013/6/7 23:59,119,106.4199982,118.9700012,111.5,0,1255258638,Ethereum,ETH,0.952697992,0.901638985,0.941977024,0.907175004,615593,66437873.29,Dogecoin,DOGE,0.00190821,0.00163113,0.00180112,0.00178544,4732940,63302688.47
Bitcoin,BTC,2013/6/8 23:59,111.4150009,107.3000031,111,108.3000031,0,1219717920,Ethereum,ETH,0.909204006,0.831131995,0.906865001,0.874230981,897940,64046215.95,Dogecoin,DOGE,0.00190886,0.00174995,0.00178358,0.0018438,3206090,66662005.24
Bitcoin,BTC,2013/6/9 23:59,108.9899979,88.5,107.8919983,100,0,1126642500,Ethereum,ETH,0.888101995,0.833908021,0.874574006,0.853685021,484622,62561883.08,Dogecoin,DOGE,0.00186952,0.00149824,0.00184395,0.0015935,4570820,58716636.93
Bitcoin,BTC,2013/6/10 23:59,110.1009979,95.0019989,100.4369965,106.3499985,0,1198638945,Ethereum,ETH,0.911882997,0.833783984,0.849602997,0.882390976,386988,64687992,Dogecoin,DOGE,0.00167514,0.0012188,0.00159228,0.0012188,1999700,45786156.09
Bitcoin,BTC,2013/6/11 23:59,109.5999985,104,106.3499985,108.9000015,0,1227874725,Ethereum,ETH,0.947740972,0.873205006,0.881191015,0.938444972,508314,68822183.06,Dogecoin,DOGE,0.00140295,0.00122275,0.00122295,0.00135689,2112100,51898336.36
Bitcoin,BTC,2013/6/12 23:59,111.7870026,106.7340012,109,108.1500015,0,1219969853,Ethereum,ETH,0.957325995,0.878301024,0.941496015,0.919046998,424039,67422915.09,Dogecoin,DOGE,0.00160244,0.00134569,0.00135263,0.00160244,2488540,62445845.26
Bitcoin,BTC,2013/6/13 23:59,110.3000031,100.5299988,108.776001,104,0,1173637400,Ethereum,ETH,0.919336975,0.865225017,0.919336975,0.901795983,487914,66180153.1,Dogecoin,DOGE,0.00160291,0.00144387,0.00160248,0.0015234,2168880,60519608.81
Bitcoin,BTC,2013/6/14 23:59,104.6999969,98,103.9489975,99.97889709,0,1128709292,Ethereum,ETH,0.908909976,0.885136008,0.903559983,0.893405974,200541,65587498.98,Dogecoin,DOGE,0.00156025,0.00150858,0.00152228,0.00156025,1003380,63117338.36
Bitcoin,BTC,2013/6/15 23:59,103.6999969,98,100,99.98809814,0,1129245604,Ethereum,ETH,0.908571005,0.793460011,0.896795988,0.813610017,842505,59749887.52,Dogecoin,DOGE,0.00157225,0.00145702,0.00155779,0.00145702,1084150,59980168.91
Bitcoin,BTC,2013/6/16 23:59,101.5999985,98.94660187,99.80000305,99.51000214,0,1124306272,Ethereum,ETH,0.825664997,0.712745011,0.820030987,0.736222982,903457,54085581.31,Dogecoin,DOGE,0.00149642,0.00108907,0.00144925,0.00127932,2000720,53548596.06
Bitcoin,BTC,2013/6/17 23:59,102.2099991,99,99.90000153,101.6999969,0,1149418485,Ethereum,ETH,0.787544012,0.709327996,0.73763001,0.785964012,369620,57759115.39,Dogecoin,DOGE,0.00136281,0.00122688,0.00127732,0.0012687,1879300,54008717.98
Bitcoin,BTC,2013/6/18 23:59,111.1110001,101.0329971,101.9499969,107.4000015,0,1214216070,Ethereum,ETH,0.791276991,0.719169021,0.791276991,0.720839024,413801,52990396.22,Dogecoin,DOGE,0.00128945,0.00112153,0.00126861,0.00116063,2569440,50249778.39
Bitcoin,BTC,2013/6/19 23:59,110.2249985,105.7549973,107.0500031,108.25,0,1224193838,Ethereum,ETH,0.725677013,0.55706197,0.723715007,0.582885981,1320890,42863006.1,Dogecoin,DOGE,0.00132649,0.00116169,0.00116326,0.00130246,2623790,57322977.6
Bitcoin,BTC,2013/6/20 23:59,114.3000031,107.5,108.2509995,110.1500015,0,1246104920,Ethereum,ETH,0.675830007,0.558345973,0.57941401,0.661145985,913992,48633258.78,Dogecoin,DOGE,0.00137436,0.00127939,0.00130807,0.00130602,1831240,58452601.24
Bitcoin,BTC,2013/6/21 23:59,114.9899979,107.6849976,111.2900009,109.5,0,1239214238,Ethereum,ETH,0.746721983,0.63586098,0.661192,0.738644004,619926,54351468.24,Dogecoin,DOGE,0.00130846,0.00104631,0.00130846,0.00112419,1401220,51122747.82
Bitcoin,BTC,2013/6/22 23:59,109.9560013,107.5139999,109.5,108.3000031,0,1226110328,Ethereum,ETH,0.734306991,0.655906022,0.734306991,0.690214992,596084,50805918.94,Dogecoin,DOGE,0.00115757,0.0010583,0.00110496,0.00108135,789545,49953520.57
Bitcoin,BTC,2013/6/23 23:59,108.8000031,106.2340012,108.1999969,107.5999985,0,1218626490,Ethereum,ETH,0.691120028,0.654604971,0.683731973,0.678574026,219318,49966501.65,Dogecoin,DOGE,0.00129071,0.00105592,0.00107742,0.00129071,2538170,60542650.41
Bitcoin,BTC,2013/6/24 23:59,108.3339996,100.9800034,107.9000015,102.7369995,0,1163935726,Ethereum,ETH,0.709204018,0.675481975,0.678783,0.687170982,163326,50616971.54,Dogecoin,DOGE,0.00150707,0.00107933,0.00128679,0.001414,4810030,67393069.11
Bitcoin,BTC,2013/6/25 23:59,106.4700012,101.0100021,102.0899963,103.9499969,0,1178086140,Ethereum,ETH,0.693126023,0.660715997,0.686343014,0.668379009,103497,49249082.53,Dogecoin,DOGE,0.00183066,0.00138484,0.00141378,0.00181152,9117540,87595382.38
Bitcoin,BTC,2013/6/26 23:59,105.4889984,102.7919998,103.3290024,104,0,1179105200,Ethereum,ETH,0.674438,0.624450028,0.666783988,0.628642976,234263,46336892.37,Dogecoin,DOGE,0.00194449,0.00174678,0.00181653,0.00181778,6437240,89214372.41
Bitcoin,BTC,2013/6/27 23:59,104,101.0999985,104,101.4369965,0,1150468023,Ethereum,ETH,0.653944016,0.606230021,0.622218013,0.650645018,262674,47974297.65,Dogecoin,DOGE,0.00186232,0.00157194,0.00181731,0.00157195,5636470,78282793.7
Bitcoin,BTC,2013/6/28 23:59,101.7369995,92.33300018,101.7369995,94.64920044,0,1073887457,Ethereum,ETH,0.656301022,0.602423012,0.65051502,0.609387994,218327,44947526.82,Dogecoin,DOGE,0.00167406,0.00145935,0.00156501,0.00158356,6470210,79455162.83
Bitcoin,BTC,2013/6/29 23:59,99.98999786,93,94.66000366,94.9940033,0,1078198524,Ethereum,ETH,0.633138001,0.59197098,0.609501004,0.621716022,310266,45872836.65,Dogecoin,DOGE,0.00160546,0.00137001,0.00157474,0.00152232,4900070,76915392.1
Bitcoin,BTC,2013/6/30 23:59,98.12229919,94.22229767,94.99900055,96.61399841,0,1096957771,Ethereum,ETH,0.692296028,0.63211602,0.655084014,0.650627971,386420,48022036.47,Dogecoin,DOGE,0.00152715,0.00136595,0.00151695,0.00141301,2110320,71890510.91
Bitcoin,BTC,2013/7/1 23:59,97.66490173,86.29720306,97.51000214,88.05000305,0,1000065296,Ethereum,ETH,0.649021983,0.624373972,0.641187012,0.627857029,141555,46356710.6,Dogecoin,DOGE,0.00148189,0.00133321,0.00140996,0.00134315,4679940,68798157.6
Bitcoin,BTC,2013/7/2 23:59,92.30000305,87.51000214,88.05000305,90.13400269,0,1024082228,Ethereum,ETH,0.639505982,0.618335009,0.627461016,0.634962976,102128,46897253.14,Dogecoin,DOGE,0.00142597,0.00131027,0.00134619,0.00142597,2027290,73586049.01
Bitcoin,BTC,2013/7/3 23:59,90.98120117,76.97920227,90.40499878,77.52999878,0,881233115.5,Ethereum,ETH,0.657788992,0.626030028,0.634514987,0.626030028,109567,46253823.07,Dogecoin,DOGE,0.00142931,0.00134361,0.00142399,0.00134361,2416530,69808197.69
Bitcoin,BTC,2013/7/4 23:59,83.10500336,72,78.88999939,80.52580261,0,915618608.9,Ethereum,ETH,0.630240023,0.599214017,0.627942979,0.607654989,303044,44911717.55,Dogecoin,DOGE,0.00135768,0.00121164,0.00134474,0.00121164,2420130,63379542.99
Bitcoin,BTC,2013/7/5 23:59,80,65.52600098,79.98999786,68.43099976,0,778411178.9,Ethereum,ETH,0.612240016,0.48397401,0.612240016,0.522967994,971664,38665409.24,Dogecoin,DOGE,0.00126612,0.00113008,0.00121237,0.00120812,2149320,63633878.91
Bitcoin,BTC,2013/7/6 23:59,75,66.81999969,68.50499725,70.27729797,0,799741618.5,Ethereum,ETH,0.572713971,0.514729977,0.523277998,0.561878026,371022,41556025.18,Dogecoin,DOGE,0.00129021,0.00119277,0.00120784,0.00127842,1455000,67806905.89
Bitcoin,BTC,2013/7/7 23:59,74.56109619,66.62000275,68.74900055,74.56109619,0,848838978.9,Ethereum,ETH,0.568861008,0.522533,0.562592983,0.53649497,249891,39691829.07,Dogecoin,DOGE,0.00129905,0.00117311,0.0012798,0.00118508,2818150,63278066.6
Bitcoin,BTC,2013/7/8 23:59,80,72.59999847,76.5,76.51599884,0,871457940.1,Ethereum,ETH,0.563459992,0.526961029,0.534116983,0.54717797,313860,40496031.21,Dogecoin,DOGE,0.00120159,0.00105829,0.00117617,0.00107523,1907020,57786061.19
Bitcoin,BTC,2013/7/9 23:59,78.30000305,72.51999664,76,76.69400024,0,873841849.3,Ethereum,ETH,0.552233994,0.512861013,0.547913015,0.517733991,133690,38329701.77,Dogecoin,DOGE,0.00108205,0.000822742,0.00105119,0.000989427,4596380,53533217.28
Bitcoin,BTC,2013/7/10 23:59,87,76.19999695,76.72000122,86.76000214,0,988957719,Ethereum,ETH,0.521546006,0.480993986,0.517620981,0.489014,243742,36215624,Dogecoin,DOGE,0.00119634,0.000983745,0.000985512,0.00118602,3165270,64611273.88
Bitcoin,BTC,2013/7/11 23:59,90.27999878,85.07990265,88,88.98000336,0,1014650063,Ethereum,ETH,0.501897991,0.431647986,0.489629,0.434828997,383921,32213626.17,Dogecoin,DOGE,0.00121875,0.00112159,0.00119258,0.00115917,1492960,63563005.42
Bitcoin,BTC,2013/7/12 23:59,104,88.16600037,88.97899628,93.59490204,0,1067634684,Ethereum,ETH,0.482988,0.420897007,0.431589007,0.447329015,609085,33150825.5,Dogecoin,DOGE,0.00116271,0.00106625,0.00116258,0.00107146,1519040,59135338.43
Bitcoin,BTC,2013/7/13 23:59,98.25,88.06220245,93.98989868,98.1339035,0,1119796120,Ethereum,ETH,0.619466007,0.420991004,0.444988012,0.567701995,924822,42085191.51,Dogecoin,DOGE,0.00108936,0.00104122,0.00107212,0.00105674,1227770,58696774.73
Bitcoin,BTC,2013/7/14 23:59,98.69999695,92.86000061,98.69999695,94.69129944,0,1080917760,Ethereum,ETH,0.611742973,0.504284024,0.56637001,0.539656997,878822,40020348.18,Dogecoin,DOGE,0.00105917,0.000953221,0.00105751,0.000953221,1498200,53288517.34
Bitcoin,BTC,2013/7/15 23:59,101.9000015,93.11000061,93.60500336,98.40019989,0,1123658944,Ethereum,ETH,0.577395976,0.518688023,0.539681017,0.56358999,258356,41809763.81,Dogecoin,DOGE,0.00111784,0.000906868,0.000956037,0.00109953,3652600,61867089.91
Bitcoin,BTC,2013/7/16 23:59,99.86229706,96.14160156,98.89029694,97.45079803,0,1113217032,Ethereum,ETH,0.68819201,0.561383009,0.563206971,0.616038978,635384,45716386.95,Dogecoin,DOGE,0.00110602,0.00101147,0.00109902,0.001044,3778550,59105822.74
Bitcoin,BTC,2013/7/17 23:59,99.97000122,96.18000031,96.70999908,98.5,0,1125658000,Ethereum,ETH,0.75751698,0.597097993,0.61974299,0.731316984,1089120,54289124.06,Dogecoin,DOGE,0.00143294,0.00100855,0.001042,0.00105922,1247530,60342698.69
Bitcoin,BTC,2013/7/18 23:59,98.80000305,86.19999695,98.5,90.58000183,0,1035512825,Ethereum,ETH,0.898172021,0.708890021,0.708890021,0.869641006,1846370,64580262.9,Dogecoin,DOGE,0.00107251,0.00100017,0.00105802,0.00101163,1093730,57982808.58
Bitcoin,BTC,2013/7/19 23:59,95.20010376,87.80000305,90.06890106,92.16999817,0,1054083771,Ethereum,ETH,1.055789948,0.807856977,0.870938003,1.00248003,2373050,74469863.88,Dogecoin,DOGE,0.00102124,0.000921479,0.00101114,0.00092756,1551340,53493574.97
Bitcoin,BTC,2013/7/20 23:59,93.09999847,89.27110291,92,89.39009857,0,1022707665,Ethereum,ETH,1.206660032,0.947373986,1.005249977,1.206660032,2279240,89668666.93,Dogecoin,DOGE,0.000936112,0.000833412,0.000927365,0.000833412,1319210,48362630.49
Bitcoin,BTC,2013/7/21 23:59,91.94999695,88,89.8214035,90.75730133,0,1038798980,Ethereum,ETH,1.345049977,0.968159974,1.209200025,1.04121995,2429200,77401817.22,Dogecoin,DOGE,0.000882444,0.000820716,0.000831152,0.000871194,1444630,50869813.08
Bitcoin,BTC,2013/7/22 23:59,91.9980011,90.07540131,91.9980011,91.61000061,0,1048939081,Ethereum,ETH,1.056380033,0.900170982,1.046579957,0.91662699,673892,68163367.8,Dogecoin,DOGE,0.000883877,0.000778209,0.00087076,0.000778392,1428770,45723953.45
Bitcoin,BTC,2013/7/23 23:59,96.81929779,91.59999847,91.59999847,95.5585022,0,1094484058,Ethereum,ETH,1.076740026,0.899082005,0.920846999,1.055670023,588913,78530262.55,Dogecoin,DOGE,0.00080338,0.000664615,0.000779829,0.000766995,3138850,45320158.93
Bitcoin,BTC,2013/7/24 23:59,95.98999786,93,95.5585022,94.51000214,0,1082848325,Ethereum,ETH,1.099789977,0.953647017,1.057970047,0.989789009,1145200,73654327.4,Dogecoin,DOGE,0.000969989,0.000746726,0.000765729,0.000906474,4777870,53890131.2
Bitcoin,BTC,2013/7/25 23:59,97.33000183,93.86569977,94.50499725,96.90000153,0,1110587858,Ethereum,ETH,1.070440054,0.93661499,0.99456799,1.013360023,1907690,75434113.56,Dogecoin,DOGE,0.000928748,0.000848876,0.000906341,0.000868255,2111640,51940375.52
Bitcoin,BTC,2013/7/26 23:59,97.46910095,96,96.94999695,96.02020264,0,1100902800,Ethereum,ETH,1.038720012,0.725664973,1.010650039,0.899049997,3060340,66947929.52,Dogecoin,DOGE,0.000890396,0.000855566,0.000868418,0.000866632,991836,52133751.99
Bitcoin,BTC,2013/7/27 23:59,96.99500275,93,96.02010345,94.11599731,0,1079491697,Ethereum,ETH,0.991258979,0.86038202,0.900699019,0.895636976,1179840,66716645.44,Dogecoin,DOGE,0.000872809,0.000835207,0.000866976,0.000840224,835369,50835717.39
Bitcoin,BTC,2013/7/28 23:59,100.5770035,94,94.40000153,99.7559967,0,1144602838,Ethereum,ETH,0.989848018,0.852928996,0.904771984,0.926032007,913666,69004594.54,Dogecoin,DOGE,0.000848376,0.000819238,0.000840543,0.00082634,776123,50285347.72
Bitcoin,BTC,2013/7/29 23:59,102.5,98.45500183,98.59999847,101.1999969,0,1161619140,Ethereum,ETH,0.943786979,0.86353898,0.923731983,0.927973986,890187,69172170.72,Dogecoin,DOGE,0.00082225,0.00075702,0.00082225,0.000779188,1484340,47686729.28
Bitcoin,BTC,2013/7/30 23:59,107.9899979,100.4700012,101.4889984,107.9899979,0,1240092366,Ethereum,ETH,1.032680035,0.915660977,0.915660977,1.027469993,1021460,76614487.79,Dogecoin,DOGE,0.00077928,0.000757366,0.00077928,0.000766797,1148100,47182779.34
Bitcoin,BTC,2013/7/31 23:59,111.3440018,103.8799973,107.9499969,106.0899963,0,1218777834,Ethereum,ETH,1.10642004,0.945263028,1.03252995,0.999278009,2045290,74537425.6,Dogecoin,DOGE,0.000808457,0.000765906,0.000765906,0.000772491,1550450,47792893.42
Bitcoin,BTC,2013/8/1 23:59,108,103.0110016,106.2129974,104,0,1195225200,Ethereum,ETH,1.053040028,0.920967996,1.001260042,0.934347987,854581,69717801.37,Dogecoin,DOGE,0.000773767,0.000721424,0.000772311,0.000723256,888744,44990170.35
Bitcoin,BTC,2013/8/2 23:59,108,101.2109985,104.8560028,104.5009995,0,1201487185,Ethereum,ETH,0.945277989,0.729775012,0.941295981,0.79182899,1278580,59103443.27,Dogecoin,DOGE,0.000749695,0.000643126,0.000723213,0.000689305,2157110,43105372
Bitcoin,BTC,2013/8/3 23:59,105.7799988,102.0019989,104.5009995,104.0049973,0,1196226508,Ethereum,ETH,0.913918972,0.763509989,0.796455026,0.895711005,806156,66880152.21,Dogecoin,DOGE,0.000703915,0.00067991,0.000689106,0.000685832,830262,43119659.35
Bitcoin,BTC,2013/8/4 23:59,105.9499969,103.5230026,104.9499969,105.1439972,0,1209797378,Ethereum,ETH,0.917308986,0.846023023,0.907721996,0.904096007,543671,67529353.67,Dogecoin,DOGE,0.000744595,0.000671571,0.000686231,0.000743821,882613,47012121.06
Bitcoin,BTC,2013/8/5 23:59,107.7699966,105,105.1200027,106.2200012,0,1222677176,Ethereum,ETH,0.906113029,0.876908004,0.905469,0.888812006,372514,66410517.66,Dogecoin,DOGE,0.000759375,0.000699837,0.000746237,0.000743009,1183650,47208407.95
