Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Name,Symbol,High,Low,Open,Close,Volume,Marketcap,Name,Symbol,High,Low,Open,Close,Volume,Marketcap
Bitcoin,BTC,2013/4/29 23:59,147.4880066,134,134.4440002,144.5399933,0,1603768865,Ethereum,ETH,2.798810005,0.714725018,2.793760061,0.753324986,674188,45486894.24,Dogecoin,DOGE,0.000865874,0.000150213,0.000299312,0.000204731,0,1509085.16
Bitcoin,BTC,2013/4/30 23:59,146.9299927,134.0500031,144,139,0,1542813125,Ethereum,ETH,0.879809976,0.629190981,0.706135988,0.701897025,532170,42399573.5,Dogecoin,DOGE,0.00028879,0.000115593,0.000206889,0.00026854,0,2169687.981
Bitcoin,BTC,2013/5/1 23:59,139.8899994,107.7200012,139,116.9899979,0,1298954594,Ethereum,ETH,0.729853988,0.636546016,0.713989019,0.708447993,405283,42818364.39,Dogecoin,DOGE,0.000361631,0.000204608,0.000267317,0.000361631,0,3188943.21
Bitcoin,BTC,2013/5/2 23:59,125.5999985,92.2818985,116.3799973,105.2099991,0,1168517495,Ethereum,ETH,1.131410003,0.663235009,0.708087027,1.067860007,1463100,64569288.43,Dogecoin,DOGE,0.00151967,0.000328303,0.000395054,0.00116249,0,11150339.22
Bitcoin,BTC,2013/5/3 23:59,108.1279984,79.09999847,106.25,97.75,0,1085995169,Ethereum,ETH,1.28994,0.883607984,1.058750033,1.217440009,2150620,73645010.99,Dogecoin,DOGE,0.00114292,0.000661751,0.00114292,0.000703866,0,7284337.118
Bitcoin,BTC,2013/5/4 23:59,115,92.5,98.09999847,112.5,0,1250316563,Ethereum,ETH,1.965070009,1.171990037,1.222239971,1.827669978,4068680,110607191.7,Dogecoin,DOGE,0.000700487,0.000354276,0.000700487,0.000393679,0,4360316.343
Bitcoin,BTC,2013/5/5 23:59,118.8000031,107.1429977,112.9000015,115.9100037,0,1288693176,Ethereum,ETH,2.261879921,1.754750013,1.81092,1.827870011,4637030,110672321.8,Dogecoin,DOGE,0.00049758,0.000279653,0.000391157,0.000314762,0,3706592.188
Bitcoin,BTC,2013/5/6 23:59,124.663002,106.6399994,115.9800034,112.3000031,0,1249023060,Ethereum,ETH,1.877239943,1.570979953,1.802889943,1.688899994,2554360,102303608.5,Dogecoin,DOGE,0.00045953,0.000293524,0.000312661,0.000451185,0,5644793.351
Bitcoin,BTC,2013/5/7 23:59,113.4440002,97.69999695,112.25,111.5,0,1240593600,Ethereum,ETH,1.695240021,1.089810014,1.684350014,1.566030025,3550790,94901005.35,Dogecoin,DOGE,0.000913049,0.000450481,0.000450481,0.000685547,0,9075937.823
Bitcoin,BTC,2013/5/8 23:59,115.7799988,109.5999985,109.5999985,113.5660019,0,1264049202,Ethereum,ETH,1.58118999,1.185340047,1.58118999,1.203609943,1942830,87295366.5,Dogecoin,DOGE,0.00069368,0.000558298,0.000686299,0.000586701,0,8194483.244
Bitcoin,BTC,2013/5/9 23:59,113.4599991,109.2600021,113.1999969,112.6699982,0,1254535382,Ethereum,ETH,1.331159949,1.087049961,1.215299964,1.087049961,1485680,78868413.08,Dogecoin,DOGE,0.000705727,0.000543453,0.000588188,0.000601964,0,8836621.016
Bitcoin,BTC,2013/5/10 23:59,122,111.5510025,112.7990036,117.1999969,0,1305479080,Ethereum,ETH,1.317989945,1.16692996,1.16692996,1.258859992,1486240,91366391.44,Dogecoin,DOGE,0.000628155,0.000496914,0.000602991,0.0005219,477422,8016603.649
Bitcoin,BTC,2013/5/11 23:59,118.6790009,113.0100021,117.6999969,115.2429962,0,1284207489,Ethereum,ETH,1.533300042,1.248329997,1.251180053,1.464920044,2843760,106351420.2,Dogecoin,DOGE,0.000539981,0.000457638,0.000523966,0.000458533,341581,7374148.777
Bitcoin,BTC,2013/5/12 23:59,117.4489975,113.4349976,115.6399994,115,0,1281982625,Ethereum,ETH,1.556419969,1.352800012,1.477519989,1.395290017,2020970,101331855.6,Dogecoin,DOGE,0.000492429,0.000398932,0.000458672,0.00045448,360974,7634717.17
Bitcoin,BTC,2013/5/13 23:59,118.6989975,114.5,114.8199997,117.9800034,0,1315710011,Ethereum,ETH,1.476410031,1.352679968,1.396289945,1.379230022,948310,100201825.7,Dogecoin,DOGE,0.00045855,0.000415872,0.000452223,0.000415872,276660,7270541.899
Bitcoin,BTC,2013/5/14 23:59,119.8000031,110.25,117.9800034,111.5,0,1243874488,Ethereum,ETH,1.409700036,1.297770023,1.375,1.352589965,1589300,98300351.35,Dogecoin,DOGE,0.000465694,0.000407671,0.000418176,0.000422246,273400,7689658.673
Bitcoin,BTC,2013/5/15 23:59,115.8099976,103.5,111.4000015,114.2200012,0,1274623813,Ethereum,ETH,1.362779975,1.231269956,1.345589995,1.231269956,924920,89515256.55,Dogecoin,DOGE,0.000450937,0.000422783,0.000422783,0.000439698,307917,8335005
Bitcoin,BTC,2013/5/16 23:59,118.7600021,112.1999969,114.2200012,118.7600021,0,1325726787,Ethereum,ETH,1.241819978,1.12864995,1.228610039,1.140190005,1307180,82922632.91,Dogecoin,DOGE,0.000448595,0.000330562,0.000448595,0.000353052,318037,6935467.097
Bitcoin,BTC,2013/5/17 23:59,125.3000031,116.5709991,118.2099991,123.0149994,0,1373723882,Ethereum,ETH,1.202479959,1.061830044,1.132789969,1.159980059,1056750,84390923.54,Dogecoin,DOGE,0.000376296,0.000292637,0.000353254,0.000302926,303106,6162989.746
Bitcoin,BTC,2013/5/18 23:59,125.25,122.3000031,123.5,123.4980011,0,1379574546,Ethereum,ETH,1.188830018,1.137290001,1.169810057,1.147699952,686662,83524585.39,Dogecoin,DOGE,0.000320525,0.000255969,0.00030461,0.000300829,313907,6323971.52
Bitcoin,BTC,2013/5/19 23:59,124.5,119.5709991,123.2109985,121.9899979,0,1363204703,Ethereum,ETH,1.207790017,1.120499969,1.147660017,1.191380024,721872,86731076.64,Dogecoin,DOGE,0.000312138,0.000246607,0.000300493,0.000270724,245107,5883643.912
Bitcoin,BTC,2013/5/20 23:59,123.6210022,120.1200027,122.5,122,0,1363709900,Ethereum,ETH,1.207209945,1.149489999,1.193529963,1.182549953,375377,86113894.69,Dogecoin,DOGE,0.00029034,0.000226427,0.000271455,0.000254553,265529,5711172.417
Bitcoin,BTC,2013/5/21 23:59,123,121.2099991,122.0199966,122.8799973,0,1374013440,Ethereum,ETH,1.367990017,1.170609951,1.182989955,1.319270015,1337650,96097349.11,Dogecoin,DOGE,0.000283656,0.000219721,0.000255201,0.00022456,212892,5198193.35
Bitcoin,BTC,2013/5/22 23:59,124.0009995,122,122.8899994,123.8889999,0,1385778993,Ethereum,ETH,1.396149993,1.201009989,1.321380019,1.358240008,1447180,98963974.9,Dogecoin,DOGE,0.000237656,0.000203028,0.000222877,0.000227534,174256,5422855.087
Bitcoin,BTC,2013/5/23 23:59,126.9339981,123.0999985,123.8000031,126.6999969,0,1417769833,Ethereum,ETH,1.392740011,1.336629987,1.353479981,1.351609945,778862,98507500.05,Dogecoin,DOGE,0.000268912,0.000212175,0.000227197,0.000245589,314644,6035300.023
Bitcoin,BTC,2013/5/24 23:59,133.8500061,125.7190018,126.3000031,133.1999969,0,1491070770,Ethereum,ETH,1.354910016,1.264619946,1.35157001,1.29479003,883769,94389544.25,Dogecoin,DOGE,0.000374315,0.000240503,0.00024554,0.000373446,570553,9440391.362
Bitcoin,BTC,2013/5/25 23:59,133.2189941,128.8999939,133.1000061,131.9799957,0,1477958233,Ethereum,ETH,1.309990048,1.211030006,1.295189977,1.26493001,702991,92234142.48,Dogecoin,DOGE,0.000508538,0.00033411,0.000372948,0.00035644,986660,9264268.562
Bitcoin,BTC,2013/5/26 23:59,136,130.6150055,131.9859924,133.4799957,0,1495293015,Ethereum,ETH,1.302520037,1.236809969,1.26493001,1.274410009,474391,92953700.98,Dogecoin,DOGE,0.000374879,0.000322721,0.000358644,0.000345288,296158,9207367.911
Bitcoin,BTC,2013/5/27 23:59,135.4649963,124.6999969,133.5,129.7449951,0,1454029510,Ethereum,ETH,1.342300057,1.271190047,1.280560017,1.338809967,448453,97683882.54,Dogecoin,DOGE,0.000344076,0.000260198,0.000344076,0.000277596,391890,7601922.098
Bitcoin,BTC,2013/5/28 23:59,130.5800018,125.5999985,129.7700043,129,0,1446189975,Ethereum,ETH,1.373639941,1.294250011,1.338009953,1.295830011,491968,94580163.79,Dogecoin,DOGE,0.000353728,0.000275926,0.000278246,0.000341641,577691,9605481.363
Bitcoin,BTC,2013/5/29 23:59,132.5899963,127.6620026,129,132.3000031,0,1483734578,Ethereum,ETH,1.305480003,1.237849951,1.295899987,1.246649981,489014,91020734.55,Dogecoin,DOGE,0.000440859,0.000341108,0.000341579,0.000413232,1259190,11931633.85
Bitcoin,BTC,2013/5/30 23:59,132.25,127,132.25,128.798996,0,1445053941,Ethereum,ETH,1.282379985,1.230610013,1.246649981,1.242429972,427892,90743242.5,Dogecoin,DOGE,0.000431375,0.000370467,0.000412939,0.00038439,483679,11370074.05
Bitcoin,BTC,2013/5/31 23:59,129.8999939,126.4000015,128.798996,129,0,1447870200,Ethereum,ETH,1.260480046,1.201840043,1.239349961,1.206509948,366748,88150124.71,Dogecoin,DOGE,0.000421715,0.000375525,0.000383865,0.000415466,716054,12561727.17
Bitcoin,BTC,2013/6/1 23:59,129.7799988,127.1989975,128.8150024,129.3000031,0,1451916165,Ethereum,ETH,1.221570015,1.136150002,1.207610011,1.165770054,662782,85202731.66,Dogecoin,DOGE,0.000646176,0.000416196,0.000416196,0.000588,2998020,18272131.5
Bitcoin,BTC,2013/6/2 23:59,129.3999939,115.0500031,129.3000031,122.2919998,0,1373837500,Ethereum,ETH,1.169070005,0.94067502,1.16497004,0.982977986,1942600,71868264.58,Dogecoin,DOGE,0.000753434,0.000578096,0.000587762,0.000696768,3509460,22169606.1
Bitcoin,BTC,2013/6/3 23:59,122.5,116,122.5,122.2220001,0,1373708058,Ethereum,ETH,1.114889979,0.969780028,0.987227976,1.038740039,772430,75971273.15,Dogecoin,DOGE,0.00134123,0.000685143,0.000697112,0.00125309,9061440,40786394.22
Bitcoin,BTC,2013/6/4 23:59,123.8399963,119.0999985,120.7369995,121.4199982,0,1365337545,Ethereum,ETH,1.042700052,0.902831972,1.041779995,0.936003029,644138,68480586.72,Dogecoin,DOGE,0.00233484,0.0012523,0.0012523,0.00181421,13114300,60303237.82
Bitcoin,BTC,2013/6/5 23:59,123.4690018,119.8990021,121.4000015,121.6500015,0,1368486469,Ethereum,ETH,0.949387014,0.871760011,0.940566003,0.875621974,741085,64084134.62,Dogecoin,DOGE,0.00203794,0.00136482,0.00197724,0.00149669,5896280,50918549.01
Bitcoin,BTC,2013/6/6 23:59,123.0999985,117.25,121.9000015,118,0,1327960200,Ethereum,ETH,1.045539975,0.875189006,0.875189006,0.944410026,703390,69141408.75,Dogecoin,DOGE,0.001922,0.00149646,0.00149646,0.00180027,5532260,62533457.92
